,loss,accuracy,val_loss,val_accuracy
0,0.9050765633583069,0.6553672552108765,1.0202244520187378,0.6214689016342163
1,0.8868037462234497,0.6666666865348816,1.0563664436340332,0.6553672552108765
2,0.8831997513771057,0.6709039807319641,1.0384045839309692,0.6440678238868713
3,0.8685341477394104,0.6652542352676392,0.9945892691612244,0.7118644118309021
4,0.8780894875526428,0.6723163723945618,1.0234205722808838,0.6158192157745361
5,0.8349286913871765,0.6822034120559692,1.0695997476577759,0.5706214904785156
6,0.9410836696624756,0.659604549407959,0.8993945717811584,0.6327683329582214
7,0.9287860989570618,0.645480215549469,0.8674983382225037,0.694915235042572
8,0.834445595741272,0.6935028433799744,0.8834040760993958,0.7401130199432373
9,0.8140552043914795,0.6836158037185669,0.9008359909057617,0.7062146663665771
10,0.8580086827278137,0.6553672552108765,1.071030855178833,0.5706214904785156
11,0.8821098804473877,0.6638417840003967,1.0558933019638062,0.5875706076622009
12,0.9024491906166077,0.6567796468734741,1.071080207824707,0.5423728823661804
13,0.8366119861602783,0.6793785095214844,0.9717910885810852,0.5593220591545105
14,0.8005396127700806,0.700564980506897,0.8115025758743286,0.7118644118309021
15,0.8249878287315369,0.6935028433799744,0.8146772384643555,0.6271186470985413
16,0.8169764280319214,0.694915235042572,0.8639976382255554,0.6440678238868713
17,0.7772948741912842,0.7019773721694946,0.7604684829711914,0.694915235042572
18,0.7760747671127319,0.7259886860847473,0.7654967904090881,0.7401130199432373
19,0.773979127407074,0.7076271176338196,0.7754496932029724,0.6892655491828918
20,0.8050739765167236,0.6935028433799744,0.7687949538230896,0.7062146663665771
21,0.8076608180999756,0.6878530979156494,0.7169104814529419,0.7570621371269226
22,0.7673349380493164,0.6977401375770569,0.7783576250076294,0.7118644118309021
23,0.7869867086410522,0.7048022747039795,0.9620416760444641,0.5819209218025208
24,0.7906473278999329,0.7118644118309021,0.9095341563224792,0.5762711763381958
25,0.7863872051239014,0.709039568901062,0.7487674951553345,0.6610169410705566
26,0.7845092415809631,0.7104519605636597,0.8707084655761719,0.5762711763381958
27,0.76152503490448,0.6977401375770569,0.7660312056541443,0.7288135886192322
28,0.7993891835212708,0.7033898234367371,0.7364491820335388,0.6497175097465515
29,0.7467470169067383,0.7118644118309021,0.878588855266571,0.5875706076622009
30,0.7873494029045105,0.6935028433799744,0.7312304973602295,0.7627118825912476
31,0.7660362124443054,0.7019773721694946,0.7587962746620178,0.6666666865348816
32,0.7464823126792908,0.7203390002250671,0.6388247013092041,0.7570621371269226
33,0.7454984784126282,0.7274011373519897,0.705575704574585,0.6779661178588867
34,0.7260751724243164,0.7189265489578247,0.9382046461105347,0.5762711763381958
35,0.7359016537666321,0.7189265489578247,0.8261216878890991,0.6214689016342163
36,0.7459098696708679,0.7132768630981445,0.6847102046012878,0.7457627058029175
37,0.7156028151512146,0.7401130199432373,0.7338733673095703,0.6892655491828918
38,0.8102734088897705,0.6991525292396545,0.748064398765564,0.7231638431549072
39,0.8098088502883911,0.6920903921127319,0.9066374897956848,0.6101694703102112
40,0.7659100890159607,0.7048022747039795,0.7418073415756226,0.6779661178588867
41,0.7119563817977905,0.7288135886192322,0.672480583190918,0.7175140976905823
42,0.6720421314239502,0.7542372941970825,0.5816518068313599,0.7853107452392578
43,0.7370636463165283,0.7217513918876648,0.5799115300178528,0.7966101765632629
44,0.7104366421699524,0.7372881174087524,0.6579076647758484,0.7231638431549072
45,0.6753982305526733,0.7485875487327576,0.5668396949768066,0.7796609997749329
46,0.6965669393539429,0.7457627058029175,0.7368378043174744,0.6836158037185669
47,0.6676182150840759,0.7401130199432373,0.6346023678779602,0.7570621371269226
48,0.6943434476852417,0.7344632744789124,0.6600409746170044,0.7175140976905823
49,0.6577438116073608,0.7485875487327576,0.6015024781227112,0.7853107452392578
